Name,Num,Freq(GHz),Pstat(nW),Edyn(nJ/Gacc),Area(um^2),Gate,JJ,Latency(ps),Pstat_sum(nW),Edyn_sum(nJ/Gacc),Area_sum(um^2),Gate_sum,JJ_sum
fifo_ctrl_opbuf,1,32.64,389251,490.52,1148700,214,1224,230.6,389251,490.52,1148700,214,1224
ndroram_opbuf,1,86.21,469730,587.14,1531200,270,1486,0.0,469730,587.14,1531200,270,1486
demux_opbuf,1,86.21,188553,229.1,593600,117,558,93.3,188553,229.1,593600,117,558
srmem_pchinfo,65,56.82,477498,586.54,1010900,269,1364,0.0,31037370,38125.1,65708500,17485,88660
srmem_cnt,36,56.82,194818,240.14,422900,109,564,0.0,7013448,8645.039999999999,15224400,3924,20304
mux_cnt,1,86.21,5208043,6189.22,17052900,3368,14717,238.77999999999997,5208043,6189.22,17052900,3368,14717
psu_ctrl,1,32.51,1101543,1368.44,3381900,638,3353,350.82,1101543,1368.44,3381900,638,3353
psu_opNloc,1,32.53,8878057,10961.12,26838300,5152,26875,420.97999999999996,8878057,10961.12,26838300,5152,26875
sptree_mgin,1,100.0,5866224,6484.32,13272000,3792,15168,51.1,5866224,6484.32,13272000,3792,15168
psu_maskgen,80,32.51,17044333,21218.35,50213400,9455,52344,1289.8200000000002,1363546640,1697468.0,4017072000,756400,4187520
demux_maskpch,1,86.21,308147978,366889.5,957332700,192165,854144,309.28,308147978,366889.5,957332700,192165,854144
demux_maskuc,660,86.21,2453996,2975.52,8556200,1483,7106,195.16,1619637360,1963843.2,5647092000,978780,4689960
demux_maskqb,33792,100.0,0,0.0,0,0,0,0.0,0,0.0,0,0,0
sptree_cwd,1,100.0,209098708,231130.44,473074000,135164,540656,116.8,209098708,231130.44,473074000,135164,540656
psu_cwdgen,33792,109.89,43113,54.17,174100,27,140,40.3,1456874496,1830512.6400000001,5883187200,912384,4730880
